Album,Artist,Week,Rank
Willie Mitchell Live,Willie Mitchell,13,172
The Happiest Millionaire,Soundtrack,13,173
Love Rhapsodies,Midnight String Quartet,13,174
This Is Soul,Various Artists,13,175
For Those In Love,Percy Faith,13,176
You Don't Have To Say You Love Me,Jerry Vale,13,177
There Are But Four Small Faces,Small Faces,13,178
Skip A Rope,Henson Cargill,13,179
The Delta Sweete,Bobbie Gentry,13,180
Somewhere My Love,Ray Conniff,13,181
Feelin' Good,Lou Rawls,13,182
Greatest Hits,The Righteous Brothers,13,183
"The Best Of The Lovin' Spoonful, Volume 2",The Lovin' Spoonful,13,184
This Is Al Martino,Al Martino,13,185
Soul Coaxing (Ame Caline),Raymond Lefevre and His Orchestra,13,186
Wayne Cochran!,Wayne,13,187
Solo Flights,Chet Atkins,13,188
Orpheus,Orpheus,13,189
Ode To Billie Joe,Bobbie Gentry,13,190
Turn The World Around,Eddy Arnold,13,191
Gently Swingin',Earl Grant,13,192
All Mitch Ryder Hits!,Mitch Ryder And The Detroit Wheels,13,193
Born Free,Roger Williams,13,194
The Look Of Love,Claudine Longet,13,195
Changin' Times Featuring Foggy Mountain Breakdown,Flatt & Scruggs,13,196
Spencer Davis' Greatest Hits,The Spencer Davis Group,13,197
More Mauriat,Paul Mauriat,13,198
"History Of Rhythm & Blues, Volume 2/The Golden Years 1953-55",Various Artists,13,199
The Country Way,Charley Pride,13,200
The Graduate,Soundtrack,14,1
Blooming Hits,Paul Mauriat And His Orchestra,14,2
Aretha: Lady Soul,Aretha Franklin,14,3
John Wesley Harding,Bob Dylan,14,4
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,14,5
The Dock Of The Bay,Otis Redding,14,6
Valley Of The Dolls,Dionne Warwick,14,7
Axis: Bold As Love,The Jimi Hendrix Experience,14,8
Once Upon A Dream,The Rascals,14,9
"The Lettermen!!!...And ""Live!""",The Lettermen,14,10
Valley Of The Dolls,Soundtrack,14,11
History Of Otis Redding,Otis Redding,14,12
"Greatest Hits, Vol. 2",The Miracles,14,13
Disraeli Gears,Cream,14,14
Magical Mystery Tour (Soundtrack),The Beatles,14,15
"The Good, The Bad And The Ugly",Soundtrack,14,16
The Beat Goes On,Vanilla Fudge,14,17
Vincebus Eruptum,Blue Cheer,14,18
Jungle Book,Soundtrack,14,19
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,14,20
Are You Experienced?,Jimi Hendrix,14,21
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,14,22
Who Will Answer? And Other Songs Of Our Time,Ed Ames,14,23
Horizontal,Bee Gees,14,24
Look Around,Sergio Mendes,14,25
The Temptations In A Mellow Mood,The Temptations,14,26
"Woman, Woman",Gary Puckett And The Union Gap,14,27
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,14,28
It Must Be Him,Ray Conniff,14,29
A Day In The Life,Wes Montgomery,14,30
Doctor Zhivago,Soundtrack,14,31
The Temptations Greatest Hits,The Temptations,14,32
Camelot,Soundtrack,14,33
The Sound Of Music,Soundtrack,14,34
Sounds Like...,Herb Alpert & The Tijuana Brass,14,35
Sounds Of Silence,Simon & Garfunkel,14,36
It Must Be Him,Vikki Carr,14,37
Movin' With Nancy,Nancy Sinatra,14,38
The Four Tops Greatest Hits,Four Tops,14,39
Vanilla Fudge,Vanilla Fudge,14,40
Headquarters,The Monkees,14,41
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,14,42
Ultimate Spinach,Ultimate,14,43
The Last Waltz,Engelbert Humperdinck,14,44
"Pisces, Aquarius, Capricorn, And Jones Ltd.",The Monkees,14,45
We're Only In It For The Money,Mothers Of Invention,14,46
The Notorious Byrd Brothers,The Byrds,14,47
The Turtles! Golden Hits,The Turtles,14,48
Please Love Me Forever,Bobby Vinton,14,49
Music From Mission: Impossible,Lalo Schifrin,14,50
By The Time I Get To Phoenix,Glen Campbell,14,51
The Resurrection Of Pigboy Crabshaw,The Paul Butterfield Blues Band,14,52
!!Going Places!!,Herb Alpert & The Tijuana Brass,14,53
"Music From ""A Fistful Of Dollars"" & ""For A Few Dollars More"" & ""The Good, T","Hugo Montenegro, His Orchestra And Chorus",14,54
Portraits,The Buckinghams,14,55
Farewell To The First Golden Era,The Mamas & The Papas,14,56
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,14,57
Wildflowers,Judy Collins,14,58
Groovin' With The Soulful Strings,The Soulful Strings,14,59
The Doors,The Doors,14,60
Alice's Restaurant,Soundtrack,14,61
The Best Of Wes Montgomery,Wes Montgomery,14,62
The Sea,San Sebastian,14,63
Release Me,Engelbert Humperdinck,14,64
"$1,000,000.00 Weekend",The Ventures,14,65
The Mantovani Touch,Mantovani,14,66
Goin' To Memphis,Paul Revere & The Raiders,14,67
"Elvis' Gold Records, Volume 4",Elvis Presley,14,68
We're A Winner,The Impressions,14,69
Their Satanic Majesties Request,The Rolling Stones,14,70
I Can't Stand Myself (When You Touch Me),James Brown,14,71
Nobody But Me,The Human Beinz,14,72
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,14,73
Bill Cosby Sings/Hooray For The Salvation Army Band!,Bill Cosby,14,74
Fortuosity,The Mills Brothers,14,75
Born Free,Andy Williams,14,76
Rotary Connection,Rotary Connection,14,77
Francis A. & Edward K.,Frank Sinatra,14,78
Revenge,Bill Cosby,14,79
Welcome To My World,Dean Martin,14,80
I Never Loved A Man The Way I Love You,Aretha Franklin,14,81
The Sky,San Sebastian,14,82
The Time Has Come,The Chambers Brothers,14,83
A Man And A Woman,Soundtrack,14,84
Man Of La Mancha,Original Cast,14,85
I'm In Love,Wilson Pickett,14,86
After Bathing At Baxter's,Jefferson Airplane,14,87
Cowboys & Colored People,FLiP,14,88
We Can Fly,The Cowsills,14,89
I-Feel-Like-I'm-Fixin'-To-Die,Country Joe & The Fish,14,90
Sunday Sax,Boots Randolph,14,91
Bob Dylan's Greatest Hits,Bob Dylan,14,92
The Other Man's Grass Is Always Greener,Petula Clark,14,93
Strange Days,The Doors,14,94
Tell Mama,Etta James,14,95
The Eyes Of The Beacon Street Union,B,14,96
Two Sides Of Leonard Nimoy,Leonard Nimoy,14,97
What Now My Love,Herb Alpert & The Tijuana Brass,14,98
Bonnie And Clyde,Soundtrack,14,99
Live And Lively,Joe Tex,14,100
Camelot,Original Cast Recording,14,101
Vikki!,Vikki Carr,14,102
"To Russell, My Brother, Whom I Slept With",Bill Cosby,14,103
Green Tambourine,The Lemon Pipers,14,104
Claudine,Claudine Longet,14,105
More Of The Monkees,The Monkees,14,106
Otis Redding Live In Europe,Otis Redding,14,107
Wonderfulness,Bill Cosby,14,108
"Bend Me, Shape Me",The American Breed,14,109
My Cup Runneth Over,Ed Ames,14,110
Sergio Mendes & Brasil '66,Sergio Mendes,14,111
Fiddler On The Roof,Original Cast,14,112
South Of The Border,Herb Alpert & The Tijuana Brass,14,113
A Gift From A Flower To A Garden,Donovan,14,114
Aretha Arrives,Aretha Franklin,14,115
Songs Of Leonard Cohen,Leonard Cohen,14,116
The Best Of Wilson Pickett,Wilson Pickett,14,117
Super Hits,Various Artists,14,118
Fresh Cream,Cream,14,119
"Love, Andy",Andy Williams,14,120
Bee Gees' 1st,Bee Gees,14,121
The Best Of Sonny & Cher,Sonny & Cher,14,122
Groovin',The Rascals,14,123
Al Hirt Plays Bert Kaempfert,Al Hirt,14,124
Lonely Bull,Herb Alpert & The Tijuana Brass,14,125
The First Edition,Kenny Rogers,14,126
Why Is There Air?,Bill Cosby,14,127
When The Snow Is On The Roses,Ed Ames,14,128
Gone With The Wind,Soundtrack,14,129
The Drifters' Golden Hits,The Drifters,14,130
Gentle On My Mind,Glen Campbell,14,131
SRO,Herb Alpert & The Tijuana Brass,14,132
This Is Al Martino,Al Martino,14,133
For Those In Love,Percy Faith,14,134
A Man And His Soul,Ray Charles,14,135
"Up, Up And Away",The 5th Dimension,14,136
Wild Honey,The Beach Boys,14,137
The Sweet Inspirations,The Sweet Inspirations,14,138
The Best Of The Animals,The Animals,14,139
Spooky,Classics IV,14,140
Insight Out,The Association,14,141
Welcome To My Love,Nancy Wilson,14,142
Surrealistic Pillow,Jefferson Airplane,14,143
John Mayall's Blues Breakers Crusade,John Mayall,14,144
The Everlovin' World Of Eddy Arnold,Eddy Arnold,14,145
Reach Out,Burt Bacharach,14,146
This Is Soul,Various Artists,14,147
Love Rhapsodies,Midnight String Quartet,14,148
This Is My Song,Ray Conniff,14,149
Feelin' Good,Lou Rawls,14,150
Orpheus,Orpheus,14,151
Doctor Dolittle,Soundtrack,14,152
I Started Out As A Child,Bill Cosby,14,153
"Up, Up And Away",Johnny Mathis,14,154
Steppenwolf,Steppenwolf,14,155
Incense And Peppermints,Strawberry Alarm Clock,14,156
Boogie With Canned Heat,Canned Heat,14,157
Up Pops Ramsey Lewis,Ramsey Lewis,14,158
Glory Of Love,Herbie Mann,14,159
Johnny's Greatest Hits,Johnny Mathis,14,160
The Magic Garden,The 5th Dimension,14,161
Here Where There Is Love,Dionne Warwick,14,162
Pata Pata,Miriam Makeba,14,163
You Don't Have To Say You Love Me,Jerry Vale,14,164
To Each His Own,Frankie Laine,14,165
United,Tammi Terrell,14,166
With A Lot O' Soul,The Temptations,14,167
Four Tops Reach Out,Four Tops,14,168
The Who Sell Out,The Who,14,169
"The Best Of The Lovin' Spoonful, Volume 2",The Lovin' Spoonful,14,170
The Windows Of The World,Dionne Warwick,14,171
The Happiest Millionaire,Soundtrack,14,172
Wear Your Love Like Heaven,Donovan,14,173
Agnes English,John Fred And The Playboys,14,174
The Delta Sweete,Bobbie Gentry,14,175
Somewhere My Love,Ray Conniff,14,176
Simply Streisand,Barbra Streisand,14,177
Willie Mitchell Live,Willie Mitchell,14,178
The Unicorn,The Irish Rovers,14,179
"History Of Rhythm & Blues, Volume 2/The Golden Years 1953-55",Various Artists,14,180
"Hey, Little One",Glen Campbell,14,181
"Like It Is, Was And Evermore Shall Be",Donovan,14,182
"History Of Rhythm & Blues, Volume 4/The Big Beat 1958-60",Various Artists,14,183
The Twain Shall Meet,The Animals,14,184
Solo Flights,Chet Atkins,14,185
Soul Coaxing (Ame Caline),Raymond Lefevre and His Orchestra,14,186
Wayne Cochran!,Wayne,14,187
"History Of Rhythm & Blues, Volume 1/The Roots 1947-52",Various Artists,14,188
"History Of Rhythm & Blues, Volume 3/Rock & Roll 1956-57",Various Artists,14,189
Turn The World Around,Eddy Arnold,14,190
Greatest Hits,The Righteous Brothers,14,191
More Mauriat,Paul Mauriat,14,192
All Mitch Ryder Hits!,Mitch Ryder And The Detroit Wheels,14,193
The Look Of Love,Claudine Longet,14,194
Spencer Davis' Greatest Hits,The Spencer Davis Group,14,195
Changin' Times Featuring Foggy Mountain Breakdown,Flatt & Scruggs,14,196
Ode To Billie Joe,Bobbie Gentry,14,197
Love Is Blue,Lawrence Welk,14,198
The Country Way,Charley Pride,14,199
The Board Of Directors,Count Basie,14,200
The Graduate,Soundtrack,15,1
Blooming Hits,Paul Mauriat And His Orchestra,15,2
Aretha: Lady Soul,Aretha Franklin,15,3
The Dock Of The Bay,Otis Redding,15,4
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,15,5
Valley Of The Dolls,Dionne Warwick,15,6
John Wesley Harding,Bob Dylan,15,7
Disraeli Gears,Cream,15,8
Axis: Bold As Love,The Jimi Hendrix Experience,15,9
"The Good, The Bad And The Ugly",Soundtrack,15,10
Once Upon A Dream,The Rascals,15,11
History Of Otis Redding,Otis Redding,15,12
"Greatest Hits, Vol. 2",The Miracles,15,13
Vincebus Eruptum,Blue Cheer,15,14
Magical Mystery Tour (Soundtrack),The Beatles,15,15
"The Lettermen!!!...And ""Live!""",The Lettermen,15,16
The Beat Goes On,Vanilla Fudge,15,17
Who Will Answer? And Other Songs Of Our Time,Ed Ames,15,18
Are You Experienced?,Jimi Hendrix,15,19
Look Around,Sergio Mendes,15,20
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,15,21
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,15,22
"To Russell, My Brother, Whom I Slept With",Bill Cosby,15,23
Valley Of The Dolls,Soundtrack,15,24
Jungle Book,Soundtrack,15,25
"Woman, Woman",Gary Puckett And The Union Gap,15,26
"Music From ""A Fistful Of Dollars"" & ""For A Few Dollars More"" & ""The Good, T","Hugo Montenegro, His Orchestra And Chorus",15,27
It Must Be Him,Ray Conniff,15,28
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,15,29
Bonnie And Clyde,Soundtrack,15,30
Fortuosity,The Mills Brothers,15,31
The Temptations In A Mellow Mood,The Temptations,15,32
Doctor Zhivago,Soundtrack,15,33
The Sound Of Music,Soundtrack,15,34
Sounds Of Silence,Simon & Garfunkel,15,35
We're Only In It For The Money,Mothers Of Invention,15,36
Camelot,Soundtrack,15,37
I Can't Stand Myself (When You Touch Me),James Brown,15,38
A Day In The Life,Wes Montgomery,15,39
Vanilla Fudge,Vanilla Fudge,15,40
Horizontal,Bee Gees,15,41
Ultimate Spinach,Ultimate,15,42
Sounds Like...,Herb Alpert & The Tijuana Brass,15,43
Movin' With Nancy,Nancy Sinatra,15,44
By The Time I Get To Phoenix,Glen Campbell,15,45
The Temptations Greatest Hits,The Temptations,15,46
Music From Mission: Impossible,Lalo Schifrin,15,47
The Four Tops Greatest Hits,Four Tops,15,48
It Must Be Him,Vikki Carr,15,49
Headquarters,The Monkees,15,50
Rotary Connection,Rotary Connection,15,51
The Doors,The Doors,15,52
"Pisces, Aquarius, Capricorn, And Jones Ltd.",The Monkees,15,53
!!Going Places!!,Herb Alpert & The Tijuana Brass,15,54
Portraits,The Buckinghams,15,55
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,15,56
"Elvis' Gold Records, Volume 4",Elvis Presley,15,57
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,15,58
The Last Waltz,Engelbert Humperdinck,15,59
We're A Winner,The Impressions,15,60
Alice's Restaurant,Soundtrack,15,61
Release Me,Engelbert Humperdinck,15,62
The Sea,San Sebastian,15,63
Groovin' With The Soulful Strings,The Soulful Strings,15,64
The Mantovani Touch,Mantovani,15,65
Goin' To Memphis,Paul Revere & The Raiders,15,66
Wildflowers,Judy Collins,15,67
Farewell To The First Golden Era,The Mamas & The Papas,15,68
Please Love Me Forever,Bobby Vinton,15,69
The Resurrection Of Pigboy Crabshaw,The Paul Butterfield Blues Band,15,70
Nobody But Me,The Human Beinz,15,71
Their Satanic Majesties Request,The Rolling Stones,15,72
The Best Of Wes Montgomery,Wes Montgomery,15,73
The Notorious Byrd Brothers,The Byrds,15,74
Born Free,Andy Williams,15,75
I'm In Love,Wilson Pickett,15,76
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,15,77
Welcome To My World,Dean Martin,15,78
The Sky,San Sebastian,15,79
The Time Has Come,The Chambers Brothers,15,80
Revenge,Bill Cosby,15,81
Bill Cosby Sings/Hooray For The Salvation Army Band!,Bill Cosby,15,82
Sunday Sax,Boots Randolph,15,83
The Turtles! Golden Hits,The Turtles,15,84
Cowboys & Colored People,FLiP,15,85
I-Feel-Like-I'm-Fixin'-To-Die,Country Joe & The Fish,15,86
Tell Mama,Etta James,15,87
Francis A. & Edward K.,Frank Sinatra,15,88
Goin' Out Of My Head,The Lettermen,15,89
Vikki!,Vikki Carr,15,90
The Sweet Inspirations,The Sweet Inspirations,15,91
Man Of La Mancha,Original Cast,15,92
The Other Man's Grass Is Always Greener,Petula Clark,15,93
Bob Dylan's Greatest Hits,Bob Dylan,15,94
The Eyes Of The Beacon Street Union,B,15,95
Green Tambourine,The Lemon Pipers,15,96
Strange Days,The Doors,15,97
Gentle On My Mind,Glen Campbell,15,98
Live And Lively,Joe Tex,15,99
Two Sides Of Leonard Nimoy,Leonard Nimoy,15,100
What Now My Love,Herb Alpert & The Tijuana Brass,15,101
Camelot,Original Cast Recording,15,102
We Can Fly,The Cowsills,15,103
"$1,000,000.00 Weekend",The Ventures,15,104
I Never Loved A Man The Way I Love You,Aretha Franklin,15,105
Love Is Blue,Claudine Longet,15,106
"Bend Me, Shape Me",The American Breed,15,107
After Bathing At Baxter's,Jefferson Airplane,15,108
My Cup Runneth Over,Ed Ames,15,109
A Man And A Woman,Soundtrack,15,110
Fiddler On The Roof,Original Cast,15,111
Wonderfulness,Bill Cosby,15,112
Super Hits,Various Artists,15,113
Claudine,Claudine Longet,15,114
A Gift From A Flower To A Garden,Donovan,15,115
Songs Of Leonard Cohen,Leonard Cohen,15,116
"Hey, Little One",Glen Campbell,15,117
The Best Of Wilson Pickett,Wilson Pickett,15,118
Fresh Cream,Cream,15,119
Bee Gees' 1st,Bee Gees,15,120
"Love, Andy",Andy Williams,15,121
The Drifters' Golden Hits,The Drifters,15,122
Groovin',The Rascals,15,123
Sergio Mendes & Brasil '66,Sergio Mendes,15,124
The Best Of Sonny & Cher,Sonny & Cher,15,125
The First Edition,Kenny Rogers,15,126
More Of The Monkees,The Monkees,15,127
Aretha Arrives,Aretha Franklin,15,128
This Is Al Martino,Al Martino,15,129
SRO,Herb Alpert & The Tijuana Brass,15,130
Al Hirt Plays Bert Kaempfert,Al Hirt,15,131
Feelin' Good,Lou Rawls,15,132
South Of The Border,Herb Alpert & The Tijuana Brass,15,133
For Those In Love,Percy Faith,15,134
When The Snow Is On The Roses,Ed Ames,15,135
"Up, Up And Away",The 5th Dimension,15,136
Lonely Bull,Herb Alpert & The Tijuana Brass,15,137
Insight Out,The Association,15,138
Welcome To My Love,Nancy Wilson,15,139
Spooky,Classics IV,15,140
Otis Redding Live In Europe,Otis Redding,15,141
Gone With The Wind,Soundtrack,15,142
John Mayall's Blues Breakers Crusade,John Mayall,15,143
The Everlovin' World Of Eddy Arnold,Eddy Arnold,15,144
To Each His Own,Frankie Laine,15,145
Reach Out,Burt Bacharach,15,146
This Is Soul,Various Artists,15,147
Love Rhapsodies,Midnight String Quartet,15,148
This Is My Song,Ray Conniff,15,149
Orpheus,Orpheus,15,150
Glory Of Love,Herbie Mann,15,151
Love Is Blue,Johnny Mathis,15,152
I Started Out As A Child,Bill Cosby,15,153
Steppenwolf,Steppenwolf,15,154
"Up, Up And Away",Johnny Mathis,15,155
Boogie With Canned Heat,Canned Heat,15,156
A Man And His Soul,Ray Charles,15,157
Up Pops Ramsey Lewis,Ramsey Lewis,15,158
Doctor Dolittle,Soundtrack,15,159
The Magic Garden,The 5th Dimension,15,160
"The Best Of The Lovin' Spoonful, Volume 2",The Lovin' Spoonful,15,161
Johnny's Greatest Hits,Johnny Mathis,15,162
You Don't Have To Say You Love Me,Jerry Vale,15,163
The Unicorn,The Irish Rovers,15,164
Surrealistic Pillow,Jefferson Airplane,15,165
The Happiest Millionaire,Soundtrack,15,166
Soul Coaxing (Ame Caline),Raymond Lefevre and His Orchestra,15,167
United,Tammi Terrell,15,168
The Who Sell Out,The Who,15,169
More Mauriat,Paul Mauriat,15,170
Four Tops Reach Out,Four Tops,15,171
Wayne Cochran!,Wayne,15,172
The Delta Sweete,Bobbie Gentry,15,173
The Twain Shall Meet,The Animals,15,174
Love Is Blue,Lawrence Welk,15,175
Somewhere My Love,Ray Conniff,15,176
Simply Streisand,Barbra Streisand,15,177
"History Of Rhythm & Blues, Volume 2/The Golden Years 1953-55",Various Artists,15,178
The Windows Of The World,Dionne Warwick,15,179
The Board Of Directors,Count Basie,15,180
Pata Pata,Miriam Makeba,15,181
"Like It Is, Was And Evermore Shall Be",Donovan,15,182
"History Of Rhythm & Blues, Volume 4/The Big Beat 1958-60",Various Artists,15,183
Solo Flights,Chet Atkins,15,184
Willie Mitchell Live,Willie Mitchell,15,185
Turn The World Around,Eddy Arnold,15,186
Nancy & Lee,Nancy Sinatra,15,187
"History Of Rhythm & Blues, Volume 1/The Roots 1947-52",Various Artists,15,188
"History Of Rhythm & Blues, Volume 3/Rock & Roll 1956-57",Various Artists,15,189
A Portrait Of Ray,Ray Charles,15,190
Greatest Hits,The Righteous Brothers,15,191
With A Lot O' Soul,The Temptations,15,192
Why Is There Air?,Bill Cosby,15,193
Changin' Times Featuring Foggy Mountain Breakdown,Flatt & Scruggs,15,194
Spencer Davis' Greatest Hits,The Spencer Davis Group,15,195
The Look Of Love,Claudine Longet,15,196
Incense And Peppermints,Strawberry Alarm Clock,15,197
Love Is Blue,Manny Kellem - His Orchestra And Voices,15,198
The Electrifying Eddie Harris,Eddie Harris,15,199
Child Is Father To The Man,"Blood, Sweat & Tears",15,200
The Graduate,Soundtrack,16,1
Blooming Hits,Paul Mauriat And His Orchestra,16,2
Aretha: Lady Soul,Aretha Franklin,16,3
The Dock Of The Bay,Otis Redding,16,4
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,16,5
Valley Of The Dolls,Dionne Warwick,16,6
"The Good, The Bad And The Ugly",Soundtrack,16,7
Disraeli Gears,Cream,16,8
"To Russell, My Brother, Whom I Slept With",Bill Cosby,16,9
Once Upon A Dream,The Rascals,16,10
Vincebus Eruptum,Blue Cheer,16,11
History Of Otis Redding,Otis Redding,16,12
"Greatest Hits, Vol. 2",The Miracles,16,13
John Wesley Harding,Bob Dylan,16,14
Look Around,Sergio Mendes,16,15
Who Will Answer? And Other Songs Of Our Time,Ed Ames,16,16
